epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.82801,2.03965,7.03921,0.87214,0.00333,1,0.00513,0.00308,0.94683,5.25833,0.65426,0,0,0
